,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_256,0.011686700340325654,0.08199097875529676,-0.0630153305241146,,,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,,
ASV_260,-0.025021263328750744,-0.021185827067821045,-0.0851308741211462,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_262,-0.025276848970926805,-0.05531839873260411,-0.06836442298686933,,Cercozoa,Chlorarachniophyceae,,,,
ASV_265,-0.009344850215665668,0.0920175002867208,-0.05947975155789108,,,Dinophyceae,,,,
ASV_266,0.08859360104443587,-0.05386727798077794,-0.008131423680204485,,,,,,,
ASV_268,-0.044221031368733135,-0.06257567566916383,-0.05918851226040143,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_271,-0.04575947998557391,-0.06485157032572662,-0.06120642868666204,,,,,,,
ASV_274,-0.0018248731180663643,-0.0396505565420802,-0.07696908244635034,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_275,0.037093892270223756,0.05881234290102449,-0.06020838019476429,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_280,0.08258752619812534,0.047093403780798904,-0.024263701881631863,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,
ASV_283,0.0004165621162360093,0.00012272049217831058,-3.742668421107344e-05,,,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,
ASV_285,0.011773706946753823,-0.02667972918779139,-0.07425276282739468,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_293,0.08406072217560026,-0.0437895690682513,-0.012912501092773618,,,,,,,
ASV_297,-0.042944751204721444,-0.060827377699359836,-0.057490091458890204,,,Dinophyceae,,,,
ASV_300,0.041230857836601284,0.05078435581207581,-0.056670261862359815,,,,,,,
ASV_303,0.03676397833070855,0.052817904591073994,-0.055851630470685,,,Dinophyceae,,,,
ASV_304,0.058177224472831725,0.02756621297003031,-0.049177289212308614,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_307,-0.042404312444981905,-0.06011608001926078,-0.0567680256415476,,,,,,,
ASV_309,0.059076741736112014,0.024542532222612264,-0.047720054749584365,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_314,0.030115998847023092,-0.015635711707873583,-0.06233564418683958,,,Dinophyceae,,,,
ASV_315,0.007764760742778567,-0.0018168866546683488,-0.07253662695287677,,,Dinophyceae,,,,
ASV_317,-0.035195523428673825,0.08377303971915973,-0.0563376716121391,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_319,-0.0037193012939635336,0.08157464755355594,-0.05507620121123388,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_322,-0.04101439375346754,-0.04982266766184555,-0.05831433156386084,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_324,0.00012117341338241842,-0.0006302182029728957,-0.0002142834081064135,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_328,-0.039847579825368275,-0.05639177475645967,-0.05338044804495806,,,,,,,
ASV_330,-0.00415810755611433,0.08002540296593459,-0.05352356399917891,,Haptophyta,,,,,
ASV_332,0.07933481083936118,-0.05135263495931016,-0.005623576281164682,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_334,-0.0023541674413973257,0.022906036186088562,-0.01402716169874481,Metazoa,Echinodermata,,,,,
ASV_335,0.0598776286260638,0.013694757580820241,-0.04063805297699118,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,
ASV_340,-0.011830178996585887,0.08563481975748755,-0.05347812028765529,,,,,,Telonemia,
ASV_345,0.04075269505674188,-0.005244526114168584,-0.018519722795791914,Metazoa,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,
ASV_352,-0.04001271835182556,0.0084049480909627,-0.0668583344091798,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_357,0.06801803483763169,-0.03431342831545249,-0.011464269912985258,,,Dinophyceae,Gymnodiniales,,,
ASV_358,0.04676800674008661,0.03140487264712115,-0.04600902804449353,,,Bigyra,Nanomonadea,,,
ASV_359,-0.011517902128362071,0.0831769786267435,-0.05196521445291773,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,,
ASV_361,0.07603460446340493,-0.051247720077523866,-0.0036495149263164346,,,,,,,
ASV_364,-0.03840237004233472,-0.054621083334156065,-0.05141431777945409,,,Dinophyceae,Gymnodiniales,,,
ASV_365,0.04988676457803467,0.026154601451087004,-0.04398311562177,,,Bigyra,Nanomonadea,,,
ASV_367,0.030055141156711703,-0.01700637127401309,-0.004591418052528599,Metazoa,Arthropoda,,,,,
ASV_369,0.05979998186892442,0.0053557931857183385,-0.03462405381607127,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_372,0.063833046990773,0.00452384470248172,-0.02629868967813417,,,Dinophyceae,,,,
ASV_376,-0.037561140517338276,-0.05337271626599147,-0.05032671808306906,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_378,0.01413007365057305,0.06037584209636205,-0.04967952072967839,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_381,0.07394543885280473,-0.03856567220387158,-0.011318600326105568,,Cercozoa,,,,,
ASV_382,0.02171226514841461,0.04521948632942402,-0.04745991985731984,,,,,,,
ASV_386,0.07345976454475008,-0.0384338393105882,-0.01119802488994969,,,Dinophyceae,,,,
ASV_387,0.07367031649896467,-0.0384185324225327,-0.011376117267684059,,,Phaeophyceae,Laminariales,Agaraceae,Costaria,
ASV_389,-0.03490261908985087,-0.05189777206762105,-0.04884480522016906,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_396,0.07306317426862934,-0.03806804591369009,-0.011306345063709623,,,,,,,
ASV_401,-0.03583386100021218,-0.050767462622993635,-0.04807516027688707,,Haptophyta,,,,,
ASV_402,0.05941091890647564,-0.0014985890362691969,-0.029726479076363096,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_406,0.019453302071674363,0.05349770619469616,-0.047531060618489614,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,
ASV_408,-0.00985983092580536,0.07138212917838604,-0.04463796950065316,Metazoa,Cnidaria,,,,,
ASV_410,0.0716241150095298,-0.03718879108141213,-0.01110646402152515,,,Dinophyceae,,,,
ASV_419,-4.5689392447300984e-05,0.06706433506746716,-0.046745469053223285,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_421,0.07053208645218753,-0.036829007421013076,-0.010824869070937368,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_423,-0.03481133494324846,-0.04948206245051326,-0.04666225651690383,,,Dinophyceae,,,,
ASV_424,0.04151602848851977,0.027968897670468812,-0.04099341747459703,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,,,
ASV_426,-0.032635021962388135,-0.0073894146686659425,-0.058009273324412906,,,Dinophyceae,,,,
ASV_427,-0.03441453951176609,-0.04883227173238149,-0.046198725123579594,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_428,-0.0032267277592047294,-0.03556250786315034,-0.047039863755362205,,,Dinophyceae,,,,
ASV_430,0.054442381743397536,0.002691234702933641,-0.030137108411897144,,,Dinophyceae,,,,
ASV_431,0.024158788739022503,0.04518097595215373,-0.044034856334179286,,Bacillariophyta,Mediophyceae,Cymatosirales,,,
ASV_444,0.01317521968059824,0.05318885408420729,-0.0440657638033768,,,Dinophyceae,,,,
ASV_446,-0.03341211451432558,-0.04742500073098437,-0.044835407938499376,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,
ASV_447,-0.019386174987670732,0.0774161055754236,-0.04362004075505654,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_448,0.025604829770503268,0.03942091025127364,-0.04110057417341582,,Ciliophora,Spirotrichea,,,,
ASV_449,0.0645228732728442,-0.02785685240985349,-0.014054863610515207,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_450,-0.009966111755676238,0.07192097188781021,-0.044935057181902424,,,Dinophyceae,,,,
ASV_452,0.027019362206676736,0.03807410546094385,-0.040677659432358064,,Cercozoa,,,,,
ASV_453,-0.032382939257708986,-0.04597150486733493,-0.04348437113289107,,Ciliophora,Spirotrichea,,,,
ASV_454,-0.009510225358757347,0.06838056931941959,-0.042671096935487096,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,,,
ASV_455,-6.665858996750678e-05,-0.0016786570163059558,0.00011318943958443743,,,,,,,
ASV_460,0.046902415933728084,0.009670636025647675,-0.031113031425632317,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_469,-0.034258407670979936,0.04566230401323648,-0.04659301662355353,,,Dictyochophyceae,,,,
ASV_470,0.05153754758079657,-0.024560673304833944,0.008911194913182542,,Haptophyta,,Isochrysidales,Noelaerhabdaceae,Emiliania,
ASV_471,-0.03269319768170569,-0.035417948813508404,-0.0380405063143556,,,Cryptophyceae,,,,
ASV_473,0.0388082325963591,0.022174006905938976,-0.03546938472487086,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,Picochlorum,
ASV_478,0.06473600603706146,-0.03379493780047841,-0.010001911915441617,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,,
ASV_479,0.008671870291359367,0.052795308423889235,-0.04145365577714142,Metazoa,Arthropoda,Insecta,Hymenoptera,Crabronidae,,
ASV_484,0.06497741720359924,-0.03387907967330803,-0.010025031034629962,,,Dinophyceae,,,,
ASV_485,-0.0120948210517503,0.07024653897457372,-0.04261733141619313,,,Dinophyceae,,,,
ASV_487,0.06376646082402257,-0.02520146499836139,0.002594598726533135,,,,,,,
ASV_488,-0.03414923497845174,-0.04618892916074838,-0.03297305772873951,,,,,,Telonemia,
ASV_490,0.02204209752828048,0.040112808280699484,-0.03947945473458209,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,
ASV_491,0.03958950133272644,0.005691248816104149,-0.02331475403963452,,,Bigyra,Nanomonadea,,,
ASV_492,0.05138737361888397,-0.006644405049683293,-0.022148134143737053,,,Dinophyceae,,,,
ASV_498,-0.05161300733359891,0.03501240808250376,-0.04642497203237999,,,,,,,
ASV_501,0.056321397312086574,-0.015274730870328506,-0.01861786149235253,,,Dinophyceae,,,,
ASV_503,0.06335221156166113,-0.033093831045842556,-0.009763998259173819,,,,,,,
ASV_505,-0.02283232827847333,0.0734773666364752,-0.03906127112823774,,,,,,,
ASV_509,-0.029486926722009137,-0.04190245556702007,-0.0396803995998936,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_512,-0.02914324459128746,-0.041245823573773266,-0.039216511452821526,,Haptophyta,,,,,
ASV_518,0.0012291541750744294,-0.037445648890830484,-0.036012605699899496,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_519,0.05496478357355211,-0.030628188605453008,-0.007485694659592203,,Bacillariophyta,Fragilariophyceae,Rhaponeidales,Rhaphoneidaceae,Rhaphoneis,
ASV_524,-0.02779773118740739,-0.039478216126244726,-0.03748787172416299,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_525,-0.0026537487694613645,0.05849084302333071,-0.03929634615678598,,,Dinophyceae,,,,
ASV_526,0.03048721413981561,0.0368521048953665,-0.024454112170319623,,Haptophyta,,,,,
ASV_528,0.06115217516982322,-0.04220888620030628,-0.0025796075299350813,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,
ASV_539,0.034305798729467554,0.010811062052388621,-0.025971988187520865,,,Dinophyceae,,,,
ASV_542,0.008139671312882754,0.012142013903329961,-0.03237669188510451,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_554,0.06078924682355958,-0.06170292606162535,0.011824528775309644,,,,,,,
ASV_555,-0.008423539302689253,0.06067071745254924,-0.038009895569069356,,,,,,,
ASV_563,0.04023771081884201,0.005459501387895144,-0.024690071477421614,,,Dinophyceae,,,,
ASV_571,-0.02353777794959486,-0.0333447119941408,-0.03192171229873665,,Ciliophora,Litostomatea,Haptorida,Didiniidae,Cyclotrichium,
ASV_572,-0.025810234540337294,-0.0367148302087272,-0.034819213400093856,,,Dinophyceae,Syndiniales,,,
ASV_573,-0.022447701084710094,-0.006641668531817516,-0.03967532229961835,,,Bigyra,Nanomonadea,,,
ASV_575,0.03302344463826549,0.016386561313455443,-0.02862452276945167,,Euglenozoa,Diplonemea,,,,
ASV_576,0.05143155769570689,-0.027450956150154866,-0.007781871042632712,Metazoa,Chordata,,,,,
ASV_580,0.035083258682136395,0.005368615749486111,-0.02222513621327737,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_582,-0.025033980739877434,-0.03519900341675974,-0.020243629859459832,,,,Telonemida,,Telonema,
ASV_585,0.042430713965178016,-0.0007269255080983534,-0.021386850722447715,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,
ASV_593,-0.02257536365118301,-0.03185373372883772,-0.03055423083255126,,Ciliophora,,,,,
ASV_597,-0.007996934448475476,0.05824061163684141,-0.03636404363920596,,,Dinophyceae,,,,
ASV_598,0.01534383532560691,-0.004546554131491925,-0.004781428262338115,Metazoa,Arthropoda,,,,,
ASV_599,0.054085753221222374,-0.028746006806538705,-0.007921102766249811,,Cercozoa,,,,,
ASV_600,0.05593540013663399,-0.04455162384284396,0.002035081830572182,,Picozoa,,,,,
ASV_602,0.05446417561863201,-0.0077643908208852195,-0.0010509218349122951,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,
ASV_603,-0.0075762697976470405,0.05394021522246417,-0.03359888552781723,,,,,,,
ASV_604,-0.02483644115434707,-0.03528089426263329,-0.03350029613221344,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_606,0.05467708753531366,-0.0286473826205495,-0.008527300817349181,,,Dinophyceae,,,,
ASV_608,-0.007962879282811253,0.057885124825427736,-0.036292063532232355,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_611,-0.00016250389166095277,-0.002462326886204753,0.0005928253678657095,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_622,-0.007742693474639827,0.05659313914795252,-0.035429492211502066,,,Dinophyceae,,,,
ASV_624,0.05608584611004924,-0.042934645280219376,0.00047801551273339,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Bensingtonia,
ASV_627,-0.015415776895037333,0.05928531183392035,-0.03318311652153241,,Ciliophora,Spirotrichea,Choreotrichida,,,
ASV_628,0.053602022917588366,-0.028567473439323723,-0.007911058388097929,Metazoa,,,,,,
ASV_629,-0.020433081254665718,-0.026583470042275736,-0.028451392830663967,,Picozoa,,,,,
ASV_632,0.05472550341608184,-0.028633905641093468,-0.00846873241369839,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
ASV_634,0.05509873378023194,-0.03866126256745683,-0.001937879966089036,,,Dinophyceae,,,,
ASV_636,-0.00046049980137222537,0.03802240385988086,-0.03482130519210799,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_638,-0.023471140275893948,-0.03337244279813869,-0.03164604199589089,,Ciliophora,,,,,
ASV_639,0.05296196144004972,-0.02817476216401244,-0.007999514524745023,,,,,,,
ASV_641,0.050163732339819515,-0.024747605197223545,-0.008857567202888049,,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,
ASV_645,0.056300796051284914,-0.06111760067486844,0.013723523110177466,,,Dinophyceae,,,,
ASV_648,-0.007631944553307168,0.05557039943527922,-0.03484032368345347,,,Dinophyceae,,,,
ASV_650,-0.002487775367444233,0.020592889318983554,-0.013365846386425961,Metazoa,Annelida,,,,,
ASV_661,0.037160799910657155,-0.000592701856589664,-0.01866508191761162,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,
ASV_663,0.03260796206000349,0.0068598906017961645,-0.02156366170392998,,,Cryptophyceae,Cryptomonadales,,,
ASV_669,-0.013003144594349068,0.05341725675126103,-0.030649425296162765,,,Dinophyceae,,,,
ASV_671,0.05364217153376207,-0.061101675538288304,0.014213193094289506,,Cercozoa,,,,,
ASV_677,-0.021589436717667387,-0.030969255964768932,-0.029177251808897527,,,Dinophyceae,Gymnodiniales,,,
ASV_678,0.03835248524768885,-0.008518727292151444,-0.014084922728153329,,,,,,,
ASV_679,0.0014414579073168032,0.041573259230081705,-0.029636257460883886,,,,,,Telonemia,
ASV_680,0.011637234749709626,-0.019982474299468013,-0.018028747894205333,,,Dinophyceae,,,,
ASV_683,0.05070846177992274,-0.02685841255621973,-0.007604831197370167,,,Dinophyceae,,,,
ASV_686,0.039129417920052915,-0.015640091212927476,-0.009680330976913466,Metazoa,,,,,,
ASV_690,-0.014637164164306885,0.05627591818003189,-0.031469134220991936,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,
ASV_692,-6.159909011050093e-05,-0.0015245431445323242,0.0001037407920135564,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
