"","FeatureID","PC1","PC2","PC3","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"54","ASV_61",-0.0434672973332742,-0.0499546219681612,-0.0119895410816093,"ASV_61","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"55","ASV_62",-0.0326794546207503,0.0621962949753443,-0.010297645875804,"ASV_62","Eukaryota","unknown","Dinophyceae","Peridiniales","Peridiniaceae","Pentapharsodinium","unassigned"
"56","ASV_63",0.00972453826225643,0.0129544819986439,0.00520151550545886,"ASV_63","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","unassigned"
"57","ASV_64",-0.105411005870866,0.00120166623197241,-0.0686971916291564,"ASV_64","Eukaryota","unknown","Cryptophyceae","unassigned","unassigned","unassigned","unassigned"
"58","ASV_65",0.000355402251982482,0.00159603961345927,0.0299522359771699,"ASV_65","Eukaryota","unknown","Dinophyceae","unknown","unknown","Spiniferites","Spiniferites ramosus"
"59","ASV_66",0.00507392436793468,-0.00967906751529299,0.0753675730981825,"ASV_66","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"60","ASV_67",-0.0223020269905802,0.0462536528790379,-0.0319151421660491,"ASV_67","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Adenoides","Adenoides eludens"
"61","ASV_68",-0.104765909802221,0.0503218427323742,-0.0407263489791749,"ASV_68","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus","Minutocellus polymorphus"
"62","ASV_70",-0.0502336811122624,0.0478140622253611,-0.0575854907897707,"ASV_70","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","unassigned"
"63","ASV_71",-0.00683817480982368,0.0419816877793258,-0.00992044831839364,"ASV_71","Eukaryota","unknown","unknown","unknown","unknown","unknown","eukaryote clone OLI11305"
"64","ASV_72",-0.0414571194037392,0.0660451049530829,-0.0267861310034065,"ASV_72","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Euterpinidae","Euterpina","Euterpina acutifrons"
"65","ASV_74",-0.0212718085910438,0.0141920315111928,0.0281168259554214,"ASV_74","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"66","ASV_76",-0.0038637844271244,0.00638970768848116,0.0290760612548904,"ASV_76","Eukaryota","unknown","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"67","ASV_77",-0.0163346847999039,-0.0251723031475594,0.0236889851267709,"ASV_77","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"68","ASV_78",-0.0693962724842573,0.0119934867841047,-0.0585591027422532,"ASV_78","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"69","ASV_80",-0.00792669185460155,0.0286492549266339,0.0205555798424837,"ASV_80","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"70","ASV_81",-0.0494728593711313,-0.0441286064760004,0.00725609275212101,"ASV_81","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"71","ASV_83",-0.0787019038643749,0.0504787807987403,-0.0563599972232548,"ASV_83","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"72","ASV_84",0.00466744053923391,-0.0174522376902767,0.061299987930701,"ASV_84","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"73","ASV_85",-0.0225116475626637,0.0606541294642203,-0.0413412832897982,"ASV_85","Eukaryota","Ciliophora","Spirotrichea","unknown","Strombidiidae","Strombidium","s_"
"74","ASV_86",-0.0364955163603371,0.0446861007142758,-0.0495213887297398,"ASV_86","Eukaryota","unknown","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa rotundata"
"75","ASV_87",0.00183544208145647,-0.0241831837894207,0.00416525405398337,"ASV_87","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"76","ASV_88",-0.00207812310580842,-0.0134309980265353,0.00760664277971556,"ASV_88","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia setigera"
"77","ASV_89",-0.00469488870834493,0.00375844445791408,-0.00153469975128633,"ASV_89","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"78","ASV_90",0.00717103081138665,0.019504858907121,0.0187055765365277,"ASV_90","Eukaryota","Ciliophora","Spirotrichea","unknown","Strombidiidae","g_","s_"
"79","ASV_91",0.00977463014016719,-0.000605694443700072,0.0380862311030457,"ASV_91","Eukaryota","Cnidaria","Hydrozoa","Trachymedusae","Geryoniidae","Liriope","Liriope tetraphylla"
"80","ASV_92",-0.00360912666280524,-0.00237289465922304,0.00857719095817355,"ASV_92","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Leptocylindrales","Leptocylindraceae","Leptocylindrus","Leptocylindrus convexus"
"81","ASV_93",0.00803754271953999,0.0377362950426411,0.0164663828011166,"ASV_93","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"82","ASV_94",-0.108591300300157,-0.0692457691048425,-0.0415580130854362,"ASV_94","Eukaryota","Ciliophora","Spirotrichea","unknown","Strombidiidae","Strombidium","Strombidium caudispina"
"83","ASV_96",-0.00826038878910275,0.000579246744651417,0.0467777083800369,"ASV_96","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"84","ASV_97",0.0115333222010342,0.0135415189194244,0.0214294339857383,"ASV_97","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia flaccida"
"85","ASV_100",-0.00132568846897385,0.02028522849489,0.00885459050879389,"ASV_100","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"86","ASV_101",0.00544897425230884,0.00872265521658411,0.0341156240413223,"ASV_101","Eukaryota","Chordata","Mammalia","unassigned","unassigned","unassigned","unassigned"
"87","ASV_104",0.00722883004278812,0.055659677288025,-0.0138016361711734,"ASV_104","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","unassigned"
"88","ASV_105",0.0151696607012969,-0.0215882986070016,0.0341413223373314,"ASV_105","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"89","ASV_106",-0.0128856334220374,-0.0197738962519934,0.039341832664887,"ASV_106","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"90","ASV_107",-0.000578859148285431,-0.00122838102614415,-0.00147199889581881,"ASV_107","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus"
"91","ASV_109",0.00191043484003682,0.00534589776444023,0.00331631748705547,"ASV_109","Eukaryota","unknown","Phaeophyceae","Laminariales","unassigned","unassigned","unassigned"
"92","ASV_111",-0.0461695204017268,-0.0215544449000188,-0.0405220068178861,"ASV_111","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"93","ASV_114",-0.0611517898938128,-0.076772110703692,-0.00428199752168258,"ASV_114","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","s_"
"94","ASV_116",-0.0174399830832525,0.0117424441483976,-0.0149565883049812,"ASV_116","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"95","ASV_117",0.00293917883440113,0.0105650587050698,0.0200769422860718,"ASV_117","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","unassigned"
"96","ASV_119",-0.0139839018485353,0.00279750659092315,0.0144379180471497,"ASV_119","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","unassigned","unassigned"
"97","ASV_121",0.0226388520505775,0.00863202466082744,0.0195409959530316,"ASV_121","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"98","ASV_122",-0.0504422501211738,0.034820627070309,-0.0429559334677294,"ASV_122","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium viride"
"99","ASV_125",0.0125282648756707,0.0209509569493334,0.00872668729160372,"ASV_125","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis"
"100","ASV_126",0.00564280785013154,-0.0110163665154565,0.00699253852464773,"ASV_126","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Polykrikos","Polykrikos kofoidii"
"101","ASV_129",-0.0355633976445914,0.0757116841048927,-0.0167864591198863,"ASV_129","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Brockmanniella","Brockmanniella brockmannii"
"102","ASV_130",0.0258123535053243,0.0105948281235487,0.0209633342431208,"ASV_130","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia flaccida"
"103","ASV_131",-0.0537665213384114,0.0231098798158858,-0.0209098734897409,"ASV_131","Eukaryota","Haptista","Haptophyta","Prymnesiales","unassigned","unassigned","unassigned"
"104","ASV_134",-0.0145789830174205,-0.0759535621172807,0.0158864729799031,"ASV_134","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"105","ASV_138",0.000827900748645637,-0.010776608244635,0.0149684441925112,"ASV_138","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"106","ASV_139",-0.0061789236796355,0.0181311648336343,-0.0114901747424483,"ASV_139","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"107","ASV_144",0.162747815617534,-0.0317185151093756,-0.194539276013283,"ASV_144","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"108","ASV_145",0.000307637879115497,0.0145594754078519,0.000102573665487123,"ASV_145","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","unassigned"
"109","ASV_147",0.13387112605847,-0.0217402955713115,-0.115607100242153,"ASV_147","Eukaryota","unknown","Dinophyceae","Peridiniales","Heterocapsaceae","unassigned","unassigned"
"110","ASV_148",0.0103861061436856,0.0167122741492239,0.00643110946653885,"ASV_148","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","s_"
"111","ASV_149",0.14979038988173,-0.0441819687782724,-0.18419533201016,"ASV_149","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"112","ASV_150",0.00911240539055773,-0.00874377752998291,0.00525035861665248,"ASV_150","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","unassigned","unassigned","unassigned"
"113","ASV_151",-0.00790238331131908,0.00565281407831773,0.00225576248067641,"ASV_151","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"114","ASV_152",-0.0714418990390759,-0.0260577727971074,-0.0238750897098853,"ASV_152","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"115","ASV_153",-0.0190169370408681,-0.0756618113518887,-0.100978511946825,"ASV_153","Eukaryota","Haptista","Haptophyta","Isochrysidales","Noelaerhabdaceae","unassigned","unassigned"
"116","ASV_154",-0.000254642561697301,0.0129132629922173,0.0123171764260633,"ASV_154","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","unassigned"
"117","ASV_155",-0.0245450541156748,0.0813982952859082,-0.00373823192654299,"ASV_155","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"118","ASV_158",-0.0176934615643268,-0.0330245669444451,-0.0114691065008979,"ASV_158","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"119","ASV_159",0.0121217625804693,0.0154744673332651,0.00730668266241979,"ASV_159","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"120","ASV_161",-0.00035636686923814,-0.0241397500787576,0.00539990430610791,"ASV_161","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"121","ASV_163",-0.00390277848647531,-0.00176610551779509,0.00266015097540627,"ASV_163","Eukaryota","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","unassigned","unassigned"
"122","ASV_164",-0.00550471215995555,0.00539642008757007,-0.00359753289492869,"ASV_164","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","Oithona","Oithona sp. Roadstead of Brest"
"123","ASV_165",-0.0699256233187974,-0.0171261355169194,-0.0423366228039599,"ASV_165","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"124","ASV_166",-0.00434528633674306,0.0195013126918734,0.00830858011778283,"ASV_166","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"125","ASV_167",0.157797946194383,-0.0384588298066201,-0.191249969755334,"ASV_167","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","unassigned"
"126","ASV_168",-0.00297245314566929,0.00152207418831823,-0.00245390697847246,"ASV_168","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"127","ASV_169",-0.0645917899535672,-0.00945512929849515,-0.0286931840270371,"ASV_169","Eukaryota","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"128","ASV_172",-0.00691647687415561,0.00660599404089071,-0.00403900070449927,"ASV_172","Eukaryota","unknown","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","Heterosigma akashiwo"
"129","ASV_177",-0.110419965242931,-0.0161505064442929,-0.0501006517668877,"ASV_177","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"130","ASV_178",-0.0534328467301078,0.0385252676089224,-0.0602093316974619,"ASV_178","Eukaryota","Ciliophora","Spirotrichea","unknown","Tontoniidae","Pseudotontonia","Pseudotontonia sp. JG-2011a"
"131","ASV_180",-0.0596078708872151,0.00282825276564551,-0.0310654930244099,"ASV_180","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"132","ASV_181",-0.0353211318024252,0.0655929252168671,-0.0320842494881197,"ASV_181","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"133","ASV_183",-0.0283308030765265,-0.063869278180421,-0.0110673044441391,"ASV_183","Eukaryota","unknown","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"134","ASV_184",-0.0664884595760526,0.0392897743519413,-0.0113819432553534,"ASV_184","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"135","ASV_185",0.0124702891030994,-0.0137736510171487,0.0122841283786282,"ASV_185","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans"
"136","ASV_186",-0.00142764483652526,0.000800925947017472,-0.000905777719497045,"ASV_186","Eukaryota","Echinodermata","Echinoidea","unassigned","unassigned","unassigned","unassigned"
"137","ASV_189",-0.0179647330853215,-0.00954426188023107,-0.00351852502380644,"ASV_189","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","unassigned"
"138","ASV_190",0.00208576899730025,-0.00883799893964383,0.0240681351921107,"ASV_190","Eukaryota","Ctenophora","Tentaculata","Lobata","unassigned","unassigned","unassigned"
"139","ASV_193",-0.00760913838167164,0.00154372864431912,0.00875934669794024,"ASV_193","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1415"
"140","ASV_194",-0.0158258520625782,0.0489305550069575,0.000237367158236517,"ASV_194","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"141","ASV_198",0.0144603277244181,0.0153432585093107,0.00709543703375749,"ASV_198","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"142","ASV_201",-0.0388315925217142,0.0284179055968636,-0.0251382113938009,"ASV_201","Eukaryota","unknown","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Geminigera","Geminigera cryophila"
"143","ASV_203",-0.0155332598197116,-0.028394756899264,0.00027484259269704,"ASV_203","Eukaryota","unknown","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium kerguelense"
"144","ASV_204",0.0172715103969006,-0.0149603649980593,0.0165320375167289,"ASV_204","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis glacialis"
"145","ASV_205",-0.0472631270781801,-0.0194031500829842,0.0278080038140587,"ASV_205","Eukaryota","unknown","Dinophyceae","Peridiniales","Heterocapsaceae","unassigned","unassigned"
"146","ASV_207",-0.0028416607019144,0.0166531100172413,0.0180742232851926,"ASV_207","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium","Paragymnodinium shiwhaense"
"147","ASV_209",-0.0294401656018916,-0.0459485215907046,0.0180812884192931,"ASV_209","Eukaryota","Cercozoa","Thecofilosea","unknown","Ebriacea","Ebria","Ebria tripartita"
"148","ASV_211",0.143190538154634,-0.0374019653952128,-0.160337051304449,"ASV_211","Eukaryota","unknown","Dinophyceae","Gymnodiniales","unassigned","unassigned","unassigned"
"149","ASV_212",-0.0128727921003508,0.0079490588825247,0.0213636910622767,"ASV_212","Eukaryota","unknown","Dinophyceae","Pyrocystales","Pyrocystaceae","Dissodinium","Dissodinium pseudolunula"
