,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_185,-0.07778112910657138,0.0034304978705858823,0.042167480413339425,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_187,-0.06169611734559585,-0.039991859893894005,0.04987344051918819,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_189,-0.044735842189485675,-0.06432068509637091,0.02568487575068872,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,Euterpinidae,Euterpina,Euterpina acutifrons
ASV_190,-0.0496905472212566,0.07663588464768474,0.011573388563698234,,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_191,-0.06420236372324485,-0.031082505484717086,0.051185293874482014,,Ciliophora,Spirotrichea,,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_193,-0.03676338698805744,-0.05682503305006074,0.035560944474267074,,,,,,,
ASV_194,0.055795867785790015,0.06119040629710739,0.11202495461494175,,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Planktoniella,Planktoniella sol
ASV_195,-0.07641141391965652,-0.007492287429663573,0.05025087473117783,,,,,,,
ASV_196,-0.0654454102129075,0.02799398102206222,0.03287690178763158,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_197,-0.05454504510700844,-0.07547055437266462,0.027460882179544465,Viridiplantae,Chlorophyta,,,,,
ASV_199,-0.07138850307637233,0.02508631985446191,0.03423149573551016,,,,,,,
ASV_200,-0.06740019135667658,0.046497998464424636,0.01877738689048586,,,,,,,
ASV_203,0.08425265922297293,0.02162681988657999,0.08780115904140535,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_206,-0.013265794008364772,-0.018550158326314948,0.009932242638855733,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_210,-0.044512547070702124,-0.04653694828017975,0.031215691558617562,,,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus anophagefferens
ASV_211,-0.0036718799475517496,-0.00678109709075452,0.014611732782136368,,,,,,,
ASV_212,-0.0754617482257744,0.020390286753301172,0.030691898761688687,,,,,,,
ASV_216,0.004096793037254348,-0.016483968053434626,0.008821519662777307,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum triestinum
ASV_217,-0.07053872480796208,-0.02384881692796272,0.03344269330547283,,,,,,,
ASV_222,-0.046231433855244745,-0.07276340185542418,0.03412579828922743,,,,,,,
ASV_223,-0.04998161221273323,-0.03595839483510664,0.041482773149917655,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata
ASV_225,-0.0396680848034808,-0.06276472166347492,0.030188340403627868,,,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus anophagefferens
ASV_226,-0.004302043141661682,-0.007780219444242872,0.015046624716521389,,,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium leonis
ASV_227,-0.005674599065547191,0.022896845126204126,0.011926565578183062,,,Dinophyceae,Peridiniales,Ensiculiferaceae,Ensiculifera,Ensiculifera imariensis
ASV_228,-0.06530537646563628,-0.038201849913411384,0.046563602151132276,,Ciliophora,Spirotrichea,,,,
ASV_230,-0.04439406454907138,-0.06523484636647947,0.03292200949987177,,,,,,,eukaryote clone OLI11007
ASV_231,-0.07217142409134003,-0.0021871100683394204,0.04475715690931755,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_233,-0.034728682498529256,-0.056407477821418965,0.03256406800476326,,,,,,,
ASV_235,-0.06449131760224826,0.04894987517166533,0.01181002787870645,,,Cryptophyceae,,,,
ASV_239,-0.0337185970703191,-0.05858593704987779,0.03309874446088813,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_240,-0.039939435155925726,0.04633605479284547,0.02395874774053976,,,,,,,
ASV_242,0.06753311978998679,0.010903221614459863,0.09868683709207919,,Haptophyta,,,,,
ASV_244,-0.04365021517687453,0.06348609137371305,0.023085332134868908,,,,,,,
ASV_245,-0.004184380233461779,-0.0017892774489611358,0.0056342206322276865,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_247,-0.029488930435373203,-0.06515972754681162,0.030650484644405007,,,,,,,
ASV_250,0.011432641471169793,-0.005823359288264739,0.0028975018382527305,,,,,,,
ASV_254,-0.05623013948171381,0.04201832232794272,0.02052978840648439,,,,,,,
ASV_255,-0.05055196301793807,0.06019009198138169,0.012078112430433646,,,Dinophyceae,,,,
ASV_257,-0.06125896900994787,-0.002485928109601112,0.024897501758509362,Metazoa,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,
ASV_258,-0.012085868665909456,-0.013988635055779486,0.012065703616105233,,,,,,,
ASV_261,-0.03298391192955857,-0.05157043839994812,0.02390756969075166,,,,,,,
ASV_263,-0.01425641035129958,0.01940045357111058,0.0006213848961337764,Metazoa,Mollusca,Bivalvia,Pectinida,Placunidae,Placuna,Placuna placenta
ASV_269,-0.05179739532757394,0.03811846442327862,0.03300483332968228,,Ciliophora,Spirotrichea,,,,
ASV_270,-0.054981184236414446,-0.020122769998233828,0.03905326855932355,,,Dinophyceae,,,,
ASV_273,-0.06888449056796905,0.015454171536684545,0.024299868284472007,,Ciliophora,Spirotrichea,,,,
ASV_277,-0.0625864056406125,0.03108855314790047,0.026852337072629837,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. NIES-1333
ASV_278,-0.05675522197679326,-0.01706471491844809,0.028522290827319025,,,,,,,
ASV_279,-0.061627116203393936,0.012491177045718536,0.03650925684628797,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_281,-0.06709623041844691,-0.011007407191440279,0.03550294227039211,,,,,,,
ASV_282,-0.054524891709078295,0.011342426615098768,0.03912751678551147,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_284,-0.03202499207171046,0.08096142841151789,0.005824248701749535,,,,,,,
ASV_286,-0.064527065460392,-0.012025420825562117,0.04099578112153919,,,,,,,
ASV_288,-0.05166375690353733,0.05401910963602883,0.013982661760398965,,,,Telonemida,,,
ASV_289,-0.00982807726820068,-0.010366205413698218,0.00021138139377443034,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,
ASV_290,-0.031147072709802128,0.05600213747021124,0.015395370772045043,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia hudsonica
ASV_291,-0.03665479870060774,-0.07084094152945318,0.03521549607849161,,,Dinophyceae,,,,
ASV_292,-0.00905598139092713,0.045657355345712,0.00021674450761901862,Metazoa,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,
ASV_294,0.0028258270472037703,-0.01556310991362556,0.0020866670860460674,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,
ASV_295,-0.04614232957640846,-0.059292674300114825,0.03323152350353699,,,,,,,
ASV_296,-0.027296499259834274,-0.07872180240280477,0.029345115109093548,,,,,,,
ASV_299,-0.05862968315084642,-0.03002787927039537,0.04054774462542447,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium viride
ASV_301,-0.03536117168385276,-0.0623521087177677,-0.0016155408178929616,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,,,
ASV_302,-0.041489504683670415,-0.07198499573954276,0.02388498771167555,,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Brockmanniella,Brockmanniella brockmannii
ASV_305,0.07961314243111356,0.0008688520717147793,0.07952063284168831,,Bacillariophyta,Fragilariophyceae,Fragilariales,Staurosiraceae,Plagiostriata,Plagiostriata goreensis
ASV_306,-0.03195022598938521,-0.05813374914498291,0.022965806811746616,,,,,,,
ASV_308,-0.06902898785480426,-0.029868818067399605,0.014781297576808064,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,
ASV_310,0.009522174028223685,-0.01753690455591883,-0.0045458512875673485,Metazoa,Annelida,,,,,
ASV_312,-0.0045746729317912415,-0.024953176157155522,0.01430487097549652,,,,,,,
ASV_313,-0.045147472659495376,-0.037797909280669666,0.03046448864981418,,,,Telonemida,,,
ASV_316,-0.0614855606049035,0.0013256327321146653,0.016210802776449096,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_318,-0.0074013237225515685,-0.012836486949545745,0.015877906023483223,,,,,,,
ASV_326,-0.04005239835804819,0.060872633953847906,0.012359626784917829,,,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,
ASV_327,-0.048632727856276925,0.03518607920303887,0.03239734281689523,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_329,-0.035017549042192245,0.06512173079210835,0.017985819171318404,,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_333,-0.012712935830479392,-0.014267097569513392,0.00185881587276747,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,,,
ASV_336,-0.0031923019822695793,-0.00412608684442166,0.0024258602559244103,,,,,,,
ASV_338,-0.005537224661873707,-0.008281473138381101,0.005344987020443336,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,
ASV_339,-0.042816108775633334,0.06738299699572342,-0.0008496162827124377,,,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_341,-0.04197254945770719,-0.018999978778554933,0.03482577735051839,,,,,,,
ASV_343,-0.05144417510304931,0.007922282118712936,0.03794978164665374,,Ciliophora,Spirotrichea,,,,
ASV_344,-0.012965816072811349,-0.01020043126913397,0.011707796425233894,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira concaviuscula
ASV_346,-0.04174043283436715,0.06611650895264712,-0.0019351180166866757,,,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,
ASV_348,-0.020449536865159185,-0.019115954618015563,-0.0033610214670078326,Metazoa,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,
ASV_349,-0.026682540614381,-0.05941259138210113,0.027895076514500607,,,,,,,
ASV_350,-0.026589525832771483,-0.06664572285324269,0.022484631890837367,,,,,,,
ASV_351,-0.0530428931152937,0.0219633285727315,0.035940613093598785,,,Dinophyceae,,,,
ASV_354,-0.030378929588639615,0.06624027624121462,0.014445473587295964,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_355,0.05411504017867741,0.04853804484903513,0.07879806482156718,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_356,-0.03524202166546151,0.06521030479478246,0.010300551682253172,,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,,
ASV_362,-0.03302450858025949,0.06993483367598768,0.007288759964445915,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_363,-0.008621903577337178,-0.002546280731694339,-0.00790566731849549,Metazoa,Arthropoda,Malacostraca,Euphausiacea,,,
ASV_366,-0.06366446011842682,0.0013916146859682592,0.029386151239833697,,,,,,,
ASV_368,-0.004367485906505553,-0.007299535223136515,0.012642146154907606,,Cercozoa,,,,,
ASV_371,-0.01734891220574249,0.020688403679172723,0.018005587921789103,,,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,Aplanochytrium kerguelense
ASV_373,-0.052002480427149,0.005981460210460082,0.029300545841296648,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_375,-0.011045978716404779,-0.027769239412565032,-0.007983329588071728,,,,,,,
ASV_379,-0.02215806916734228,0.08044810495988004,0.005969706302468235,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_383,-0.02209338086020432,0.04996906093888495,0.0061183408079493315,,,Dinophyceae,,,,
ASV_388,-0.0378496151248233,-0.06050343860089708,0.02000019139766539,,,Dinophyceae,Peridiniales,Ensiculiferaceae,Pentapharsodinium,
ASV_392,0.005840427092819505,0.05602894244042652,0.06670745474663409,,,,,,,
ASV_394,0.05177480030140289,0.008560938937255617,0.0755628916807522,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_395,0.007150781795208541,-0.025642684770799392,-0.002199394930565713,,,Dinophyceae,,,,
ASV_397,-0.04861553526583556,-0.02878709453480793,0.024081185954454222,,,Dictyochophyceae,Florenciellales,,,
ASV_398,-0.02260434420402103,-0.05527225418522451,0.024507939520933393,,Ciliophora,Spirotrichea,,,,
ASV_399,-0.05514735961394288,-0.017108378060777255,0.028814458900739626,,Haptophyta,,Prymnesiales,,,
ASV_403,-0.0037524548493223712,-0.006589525814704221,0.012240203507994978,,,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,
ASV_404,-0.013433877774794553,0.021789434981670172,0.0077043267995241665,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax spinifera
ASV_405,-0.002797114308504797,-0.00577254246084458,0.0033741111720024105,,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,
ASV_407,-0.028426734925698086,-0.04786728967012814,0.02763948931518378,,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Planktoniella,Planktoniella sol
ASV_409,-0.008803181697030107,-0.00807001764706801,-0.00018214362112361078,Metazoa,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,,
ASV_411,-0.033519664515703804,-0.050160682178688624,0.023292382088376085,,,,,,,
ASV_412,-0.03574223640095858,0.06137155747518848,0.005125569684975922,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_413,0.057061686231736214,0.013561867398803145,0.07539372132033195,,,Dinophyceae,,,,
ASV_414,-0.033427386435805166,-0.07505879770175716,0.010707399893420254,,,Dinophyceae,Syndiniales,Duboscquellidae,,
ASV_417,-0.0411079604432774,-0.023752995904069554,0.025396324507817335,,,,,,,
ASV_418,-0.05134443535648559,0.00829171893571386,0.034087488350835665,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas sp. APCC MC5-1Cryo
ASV_420,-0.007216094138792109,-0.018131617431184605,-0.024870005613728874,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,
ASV_422,0.0014456658080861703,-0.012142516176472233,0.009937464675039252,Metazoa,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,
ASV_425,-0.03176047766562472,0.056967176086505006,0.01574338583686534,,,Dinophyceae,Peridiniales,Peridiniaceae,,
ASV_429,-0.04317613237946947,0.04139616976621502,0.0194435481474215,,,Bigyra,Oblongichytrida,,Oblongichytrium,
ASV_432,-0.032809878745950594,0.05763676612217016,0.017199637834577595,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_434,-0.03165152755866823,0.06499049073468971,0.007419891588680795,,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_435,-0.013823613418041315,-0.017606663769393995,0.020082598223697637,,,,,,,
ASV_436,-0.04001015876007739,-0.043761545354938855,0.02617172134809715,,Bacillariophyta,Bacillariophyceae,,,,
ASV_437,-0.027727497689653137,-0.04713875906470836,0.027243555305376636,,,,,,,
ASV_438,-0.017698761309675595,-0.06191674931871662,0.02197565260601357,,,,,,,
ASV_439,-0.04572234255562642,0.039138374272201175,0.008355153992268265,,,,,,,
ASV_440,0.05545762304201606,0.011535185212782597,0.07630401481816758,,Bacillariophyta,Mediophyceae,,,,
ASV_441,-0.03582943386082798,-0.023022015836420485,0.03029047570416977,,,Bigyra,Nanomonadea,,Incisomonas,Incisomonas marina
ASV_443,-0.04204448244319016,0.06250517737488588,-0.009914731291120272,,,Dinophyceae,,,,
ASV_445,0.0011697376117353023,0.0009731381110274285,0.002474558004303816,,,Dinophyceae,Peridiniales,Protoperidiniaceae,,
ASV_451,-0.03201155610580972,0.06705307089629096,-0.001886931727945796,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_456,-0.04640269434590402,-0.026095417614085268,0.028011029965219886,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_457,0.05653971218230989,0.0033860710134079024,0.06961700146442308,,Bacillariophyta,Mediophyceae,,,,
ASV_459,-0.027782536350326164,-0.046856526962074534,0.027129422929497944,,,,,,,
ASV_461,-0.03157248552443095,-0.048145171723392104,0.02954521193146788,,,,,,,
ASV_463,-0.03988205703380097,0.0034616430251317117,0.04056163254834227,,,Dinophyceae,,,,
ASV_464,-0.034984553146748615,0.061477886121661794,0.0019002215246966068,,,Dinophyceae,,,,
ASV_466,-0.022598625749381807,-0.05384288985256102,0.02428817787271428,,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_467,-0.02166897094616719,0.07151850044554038,0.007052031108536678,,,,,,,
ASV_472,-0.03522431248658425,-0.04132897793203363,0.030342045423811696,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Adenoides,Adenoides eludens
ASV_474,-0.028895410992540695,0.07025587742726577,-0.004184119231527667,,,,,,,
ASV_475,-0.038275315911451405,0.02453550003907404,0.015910281212845132,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
