,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_9381,-0.002005529343797178,-0.0024754530380073432,0.0012095407598476634,,Cercozoa,Thecofilosea,,,,
ASV_9382,-0.004432235731232654,-0.007291938616265706,0.0028840541007893123,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_9383,-0.010828299030889903,0.0036219596902593693,-0.0012008013652378203,,,Dinophyceae,,,,
ASV_9384,0.011342586436434298,-0.0025269682741724353,0.006730593383080047,,,Dinophyceae,,,,
ASV_9385,0.008492935693437632,-0.0018727822911526238,0.005289817008969251,,,,,,,
ASV_9386,0.008663315267304317,-0.007249911767840708,-0.01040993368192255,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_9387,0.016309869568872683,0.007547136936090566,-0.027176031250136515,,,Dinophyceae,,,,
ASV_9388,-0.004206092195078328,-0.004835218395123469,0.0024094375773736727,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_9389,0.010411509780586834,-0.0022718104407106997,0.0060674160452650425,,Picozoa,,,,,
ASV_9390,0.016557865376068952,0.0013278870968234538,0.0010172787883839273,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum
ASV_9391,0.008876826786363454,-0.007769982356127532,-0.01093231140811865,,,,,,Telonemia,
ASV_9392,0.01311308762423169,0.005249711345263785,0.0019014243978590039,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros didymus
ASV_9393,-0.005134239926526994,-0.0061649501383703054,-0.0004148237699902757,,,Bolidophyceae,Parmales,,,
ASV_9394,0.011575771748953351,-0.004551758870483803,-0.0008906987907369877,,Haptophyta,,,,,
ASV_9395,0.010521984593431705,-0.00226331004533352,0.0061013383712679335,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,
ASV_9396,4.085202528987059e-05,0.0005792449950987791,-0.00522387122553326,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,
ASV_9397,-0.008437930098170442,0.002783912545319048,-0.001920090727178345,,,Cryptophyceae,Cryptomonadales,,,
ASV_9398,0.0043470273738510055,0.002074292569054295,-0.002623789566409364,,Bacillariophyta,Coscinodiscophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,
ASV_9399,0.00012348380729469604,0.0009962225329772168,0.0043424509910056745,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,Meuniera membranacea
ASV_9400,0.01163034839311376,-0.002582240471176296,0.0068682596533348175,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros anastomosans
ASV_9401,0.011349395329424054,-0.005783053573184473,-0.005579384469468729,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9402,0.0001730744554595898,-8.812274249825413e-05,7.539236193122307e-05,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_9403,0.012818633397608893,-0.003757285874428204,0.005276321746607737,Metazoa,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus
ASV_9404,0.0010224017188607338,0.0003798575870379567,-0.00016151466871309081,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa steinii
ASV_9405,0.009029981901149875,-0.0020988524056208472,0.0054599052860298996,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnionella,
ASV_9406,0.002563275924645665,0.00996292317421903,-0.0030703346750086567,,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,
ASV_9407,0.002167844171002095,-0.001851343431625976,-0.0011819170227159734,,Ciliophora,Spirotrichea,Tintinnida,Xystonellidae,Parafavella,
ASV_9408,-0.004529701027505051,0.0026329473606589637,0.0027416359147412863,,,Dinophyceae,,,,
ASV_9409,0.009949006888418052,-0.0055200009290093085,-0.006057471305387139,,,Bigyra,,,,
ASV_9410,0.0035627155194656993,0.006345664034650526,0.0038409058324846276,,Cercozoa,Imbricatea,Marimonadida,,,
ASV_9411,0.012439079980201925,-0.00015921778894358162,0.005663762197686555,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,,
ASV_9412,0.0019997437942288433,-0.005787198677652412,-0.007611277675060172,,,Dinophyceae,,,,
ASV_9413,0.00976443781740336,-0.007047307946125218,-0.0031621387244520696,,,Dinophyceae,,,,
ASV_9414,0.011831339403858396,-0.002662104772768683,0.007164618972913935,,,Bigyra,,,,
ASV_9415,-0.0016705563145549627,-0.005735629649355733,-0.00327457597974277,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_9416,-0.0013306807652419743,0.0009587491464293201,-0.00010236764132441968,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium paraepacrum
ASV_9417,0.010016005916497137,-0.0023729873444138794,0.006189611755980782,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9418,0.007132709043746465,0.006492450817325412,-0.005659322057293253,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9419,0.016749517501326527,-0.0013893541161901176,-0.022614768377309993,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_9420,-0.015346168564010958,0.002679825449140994,-0.009349477758723818,,Ciliophora,Nassophorea,Microthoracida,Discotrichidae,,
ASV_9421,0.011162674341913172,-0.007463877900437997,-0.006903875745089062,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9422,-0.00540518975608009,0.006789835104297064,-0.00875780176533544,,,Choanoflagellata,,,,
ASV_9423,0.007176689588740841,-0.004059857250534075,0.0014014616353365777,,Haptophyta,,,,,
ASV_9424,-0.0008337289146384329,-0.001936498135774537,-0.010093138312161014,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_9425,-0.0013590887703159656,-0.0020847364679605507,0.0011089699411837685,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula
ASV_9426,0.0009471586079219613,-0.00273105930683611,-0.005128689127590627,,Ciliophora,Spirotrichea,,,,
ASV_9427,0.0002485542474453247,0.0012407096604929273,0.004784330510674016,,,Acantharea,,,,
ASV_9428,0.01037114927249712,-0.0023674893706700523,0.006306288707541615,,Bacillariophyta,Bacillariophyceae,,,,
ASV_9429,0.011203546594367309,-0.002531703422708319,0.006840501273866797,,,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,Pelagodinium beii
ASV_9430,0.008629108998153848,-0.0018593025390978234,0.005160257469197437,,,Dinophyceae,,,,
ASV_9431,0.006235612995739492,-0.0012755878105788422,0.0038959227919623603,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ASV_9432,0.003785890557949044,-0.0021471089925881185,0.0022693035774882368,,Ciliophora,Oligohymenophorea,,,,
ASV_9433,0.008894653382073847,-0.005736615985610589,-0.007495246667660088,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9434,0.009808495535072598,-0.0028034514386808874,0.00492718064103762,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus harveyi
ASV_9435,-0.0005571295986708966,0.0017054376400624618,0.00380388864015658,,Ciliophora,Spirotrichea,Euplotida,Aspidiscidae,Aspidisca,Aspidisca aculeata
ASV_9436,0.0007737106420492777,-0.0009751019657318253,-0.001271597750412782,,,Bigyra,,,,
ASV_9437,0.007798199111411466,0.010583898319074627,-0.008943441448096527,,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV_9438,0.011407493967270064,0.011539082310424251,-0.0024462111193053046,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax baltica
ASV_9439,0.004063765140451678,-0.0008735647626421778,0.002277522313456595,,,Dinophyceae,,,,
ASV_9440,0.016903895586628158,-0.007685778675501146,0.0025408810968598813,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_9441,0.008080439786880722,-0.0031338251588962007,0.0009705731704176676,,,Dictyochophyceae,Pedinellales,,,
ASV_9442,0.005908937495584573,0.0015406116375156508,-0.019965369660290826,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_9443,9.441528400983435e-05,0.0004415119970632896,0.00019532941302316808,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_9444,0.006912903513611494,-0.003240587646872222,-0.0016747755973546238,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_9445,-0.002137505514141407,-0.0032390901058408574,0.0002151636244600256,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax spinifera
ASV_9446,-0.006010122592778042,0.0033382966169161637,0.0015593310685819632,,,Bigyra,Nanomonadea,,,
ASV_9447,-0.004514830024820193,-0.0015686131543121242,-0.01280722051481579,,,Cryptophyceae,Cryptomonadales,,,
ASV_9448,0.008488968243607625,-0.0020326801321383452,0.005450125439721334,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
ASV_9449,0.003936852782146961,0.006281352521456058,0.0018580570300065766,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
ASV_9450,-2.917421231416878e-05,-3.678799399725923e-05,0.00015881602031392518,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_9451,0.005344375360955865,-0.004122899953263777,-0.006479169495474184,,,Dinophyceae,,,,
ASV_9452,0.020092189518323367,0.001324028974791869,-0.0037106576624563823,,,Chrysophyceae,,,,
ASV_9453,0.009552900213664742,-0.007999646845191078,-0.013948934618507328,,,,,,,
ASV_9454,0.005569860550913492,0.0024420180456845406,-0.010321834088909129,,,,,,Telonemia,
ASV_9455,-0.0008593640700422911,-0.0007540410972525747,-0.006482477720759915,,,,,,Telonemia,
ASV_9456,-0.002037362294047998,-0.0015494209876936904,-0.00463440608479706,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_9457,0.0028828651714730676,-0.0007369803655819404,0.0019424249325222188,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus
ASV_9458,0.006743895866044996,-0.004095760464182604,-0.005754024265728894,,,Dinophyceae,,,,
ASV_9459,0.00926461258774714,-0.002192088786393516,0.005848609049647141,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva laetevirens
ASV_9460,0.007974454259434223,0.008829497523002886,-0.023365952546952323,,,Dinophyceae,,,,
ASV_9461,-0.006473392908912427,0.01721418097957989,-0.007650912274716613,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia delicatula
ASV_9462,-0.002650221974258075,0.0017428991359767843,0.002847543842203875,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9463,0.010465692928672417,-0.002394408577747278,0.006341824312342584,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9464,0.010598846471489204,-0.002117641930459468,-0.00039657897678639154,,,Ichthyosporea,,,,
ASV_9465,0.019118380874229835,-0.004855632618762519,-0.019556154617855433,,,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,Azadinium trinitatum
ASV_9466,0.011049064473626373,-0.006458816109520804,-0.021334328418342624,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,
ASV_9467,-0.003154812315185141,0.006157570834672743,-0.010585345181082319,,,Bigyra,,,,
ASV_9468,0.009636599921372845,-0.005527368236922699,-0.0018095182166080223,,,Dinophyceae,,,,
ASV_9469,0.008998205121198139,-0.0019582645447257926,0.005216576918130248,,,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma eleuthera
ASV_9470,0.00820909201587589,-0.0017119644303288278,0.004746002121633829,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_9471,-7.296421051867773e-05,0.00021211916295981394,0.0016885121850826919,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros danicus
ASV_9472,0.00038204502037950946,0.0015274003935596924,0.005436935815917901,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_9473,0.002208949580408055,-0.002908488860288832,-0.008561153819946437,,,Dinophyceae,,,,
ASV_9474,0.0067715100177396514,-0.004475944377261331,-0.006986848672614472,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9475,0.000772694458026893,-0.0029037355327088763,-0.004976361111054603,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9476,-0.002737996632339636,-0.009949102841343581,-0.025692381563536888,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
ASV_9477,0.016484078552404538,0.0017524688698119617,-0.0012235227893812586,,,Dinophyceae,,,,
ASV_9478,0.01048677849863729,-0.005137345160216471,-0.0015491822536223172,,,Dinophyceae,,,,
ASV_9479,0.022024941528105767,0.012709333904853999,-0.008413389484374102,,Cercozoa,Imbricatea,,,,
ASV_9480,-0.006654320004703699,-0.009762655263952109,0.004351303002392449,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira anguste-lineata
ASV_9481,0.0007755735363936323,-0.0008355258339478014,-8.850124192551217e-05,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9482,-0.005883727728090889,0.002223946303815185,0.0004516363178215905,,,,,,,
ASV_9483,0.015952584714882825,0.013459110784645097,-0.0021766230535067363,Metazoa,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,
ASV_9484,-0.005861954625150185,-0.002379492418121208,0.0028555187663314133,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV_9485,-0.0033638660963030793,0.0006003191946666588,0.00036503084199855976,,,Dinophyceae,,,,
ASV_9486,0.003749051817997353,-0.0066258066825161995,-0.011669344811634556,,,Dinophyceae,,,,
ASV_9487,-0.0008865704031421776,-0.00038558249512683356,0.00035304924075078213,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,,,
ASV_9488,0.0038108735423954838,0.001669282513392599,-0.002189156209178777,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9489,0.00935499414021938,-0.002239905762735128,0.006027634908524738,,,Dinophyceae,,,,
ASV_9490,-0.0054089630280938,-0.007294008964266143,0.0034896968543126875,,,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Stoeckeria,Stoeckeria algicida
ASV_9491,-0.0039506518658390015,-0.013714482133441959,0.002218019713962294,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_9492,0.0011777504262503115,-0.0010125621173551844,-0.0005568209316575961,,,Chrysophyceae,,,,
ASV_9493,-0.005571621823517471,0.004861577876338661,0.0037515704328597056,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium fulvescens
ASV_9494,0.014589950818834185,0.0020510377344586423,0.0007198910661842102,,,Dinophyceae,Peridiniales,Pfiesteriaceae,Luciella,
ASV_9495,0.000265085355007642,0.007661708954286275,-0.001174630074974138,,Cercozoa,,,,,
ASV_9496,-0.0010723973476016693,0.00334929469778728,0.00710738028932227,,,Chrysophyceae,,,,
ASV_9497,-0.005259022459352219,0.007540481037545861,-0.00779248607367275,,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,Cyclotella striata
ASV_9498,0.004679550627769675,0.0038488139643075205,-0.0026497872528209823,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_9499,0.010932707173683057,-0.0024892969408297373,0.0064967265138025304,,Cercozoa,,,,,
ASV_9500,-0.005440740937035139,-0.007581950263243736,0.0036697528728684443,,Cercozoa,Thecofilosea,,,Mataza,
ASV_9501,0.012927040914755867,-0.012405182646614797,-0.014449493700394155,,,Dictyochophyceae,Florenciellales,,Pseudochattonella,
ASV_9502,-0.014407265345370223,0.011696772544928754,-0.013389794126509404,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis
ASV_9503,0.000990469929357103,0.0016626044793161487,-0.0014436460012876337,,,Dinophyceae,,,,
ASV_9504,0.01670138546648672,0.0040242329062024065,0.0008690043280516317,,,Dinophyceae,,,,
ASV_9505,0.004410593859547395,0.0025553085938269295,-0.008926797861644293,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_9506,0.00023803821658692972,0.0013802950832030592,0.005378851762484344,,,Pelagophyceae,Pelagomonadales,,,
ASV_9507,0.01152528592061878,-0.00264485051433898,0.007045919844731296,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
ASV_9508,0.01028382866825352,-0.002262548019440608,0.006081083536662923,,Haptophyta,,,,,
ASV_9509,0.005865569231841684,0.00027921725322932174,0.0027553975088908385,,,Dinophyceae,,,,
ASV_9510,0.01933682969263488,0.010643533570689702,0.0006888393350911307,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
ASV_9511,0.014607731123874037,-0.008154050060233132,-0.003360187572418821,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_9512,0.009898275118290802,-0.009299685248919174,-0.017896631148554155,,,Centroplasthelida,Pterocystida,,,
ASV_9513,0.010418752389007429,0.002493117996227996,-0.0013465067387797328,,,Dinophyceae,,,,
ASV_9514,0.008601798188939977,-0.005466097158498154,-0.005858888770094134,,,Bigyra,Nanomonadea,,,
ASV_9515,-0.004307759412785727,-0.0018639985763230329,-0.008076133740243623,,,Bolidophyceae,Parmales,,,
ASV_9516,-0.0010562236389757712,0.003074227253572405,0.006751992500737555,,,Dinophyceae,,,,
ASV_9517,-0.0011333075578099068,0.001901043867617011,0.00169604773930644,,Cercozoa,Chlorarachniophyceae,,,,
ASV_9518,0.02991110824433009,0.0012444677747153147,-0.024093995806850312,,,,,,Telonemia,
ASV_9519,0.0024434096770703222,-0.0006956847792785104,0.002310025790594765,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos candelabrum
ASV_9520,0.011406839425912457,-0.010571501945211887,-0.00985566608373306,,,Dinophyceae,,,,
ASV_9521,0.01045865597194048,-0.002319710285587464,0.006177280460696937,,Ciliophora,Spirotrichea,,Strombidiidae,Laboea,Laboea strobila
ASV_9522,-0.0019426020698039405,-0.0025313935864864075,0.0014064258366818328,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_9523,0.003531393260794994,-0.0026599245457464595,-0.0026103012214654516,,,Dinophyceae,,,,
ASV_9524,-0.00029511016721235796,-0.0006356016809516278,0.00039922203967515473,,Bacillariophyta,Bacillariophyceae,Naviculales,,,
ASV_9525,-0.005058386789982689,0.0011227054073968885,-0.0027453598566207394,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ASV_9526,-0.001512043810162164,0.0007001090318771267,0.0007333161196202845,,Haptophyta,,,,,
ASV_9527,-0.0039989472169243674,-0.002796789505340023,-0.0027546100196426354,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_9528,0.012268637876489836,-0.010233571020016603,-0.0069717607066332775,,Ciliophora,Spirotrichea,,,,
ASV_9529,-0.00108722539695362,0.003287566484591015,0.0070767706651459015,,,Dinophyceae,,,,
ASV_9530,-0.0011760877346012567,0.0020497677352029125,0.002014144453071543,,,,Apusomonadida,Apusomonadidae,,
ASV_9531,0.0019264468231157822,-0.001696640985884601,-0.0011004440388314625,,,Bigyra,,,,
ASV_9532,-0.0014272358634236531,-0.0009628098974693643,0.0005767147409949548,,,Dinophyceae,,,,
ASV_9533,0.00012781419097737025,0.0012178407015354794,0.005039638250451473,,,Dinophyceae,,,,
ASV_9534,0.011624601853485194,-0.005934878291640573,-0.00391922383810346,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_9535,0.012668437472129033,0.006761573967757844,-0.003830707678702771,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9536,0.008641390300449294,0.0058302337181831655,-0.013174332410725487,,,Dinophyceae,,,,
ASV_9537,0.00043337474001569487,0.00229757689606137,0.008756674225617513,,,Acantharea,,,,
ASV_9538,-0.0013781510962745612,0.004403764910919198,0.009282348145092557,,,Dinophyceae,,,,
ASV_9539,-0.009603732354852979,0.004368568539450803,-0.002828144300645793,,Cercozoa,,,,,
ASV_9540,-0.0029337230335872615,-0.01456013115852921,0.0020685688965101884,,,Dinophyceae,,,,
ASV_9541,-0.01274859327435762,0.010063904719482963,-0.008197224453447564,,,Dinophyceae,,,,
ASV_9542,0.016522351491785475,-0.004770617944107073,0.00677562362998201,,,Dinophyceae,,,,
ASV_9543,0.025843845246594124,0.012202524308957016,-0.0005506053056223164,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_9544,0.00036719670946884253,0.002240693299826122,0.008723030844978125,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_9545,0.00035501390196490006,0.002350310754725423,0.009293996489150799,,,Dinophyceae,,,,
ASV_9546,0.0038991504341933155,0.014217821198515144,-0.009305228973340457,,,Dinophyceae,,,,
ASV_9547,0.027074729139788704,-0.00998234975652212,-0.017284633463146775,,,Dinophyceae,,,,
ASV_9548,-0.0068680825934940935,0.010290619126088712,-0.003722145904431187,,,Dinophyceae,,,,
ASV_9549,0.012160833051364228,-0.00281018908815203,0.006991303386073206,,,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,Ceratoperidinium,Ceratoperidinium falcatum
ASV_9550,-0.006299625998046686,-0.008877701207764923,0.004114477539767138,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_9551,0.013337025660410489,0.007285642191985668,-0.0027067534886129545,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_9552,-0.003990768543637641,0.003410704165604299,0.002723123515856041,,,Bigyra,Nanomonadea,,,
ASV_9553,0.016642701034591,-0.004485488402344817,0.006455786804479019,,,Dinophyceae,,,,
ASV_9554,0.0031594591332347525,0.007403199210740076,0.003376018110107578,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon roscoffensis
ASV_9555,0.003428716240345069,0.01240898588462673,-0.009244986624840319,,,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Apocalathium,Apocalathium aciculiferum
ASV_9556,0.016053379966430095,-0.003709671491378802,0.009691208891818471,,Haptophyta,,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_9557,-0.007601208867584916,0.0012862645489381665,-0.0034029985802667756,,Haptophyta,,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_9558,0.0017366510344745314,0.00023541527965978903,0.0027211725495322977,,Ciliophora,Spirotrichea,,Strombidiidae,Varistrombidium,Varistrombidium kielum
ASV_9559,-0.0146477703780695,0.005888037570678534,0.0005865990142334379,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,Amphitrite ornata
ASV_9560,0.012016472974029906,-0.003970359118062598,0.0027335767583571216,,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassiothrix,Thalassiothrix longissima
ASV_9561,0.013438269510938903,0.001054160453072151,0.004824124662585172,,Bacillariophyta,Coscinodiscophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,
